ner_tag,id,token,Label
O,623,real,O
O,623,minimum,O
O,623,wage,O
O,623,increased,O
O,623,nearly,O
O,623,40,O
O,623,years,O
B-ORG,623,statistics,ORG
I-ORG,623,canada,ORG
O,623,http://t.co/h7zp5lax2w,O
O,624,#economy,O
end,624,end,O
I-ORG,624,bank,ORG
I-ORG,624,canada,ORG
O,624,says,O
O,624,#economy,O
O,624,expected,O
O,624,story,O
O,624,http://t.co/lnrtipkm45,O
end,625,end,O
O,625,#onthejob,O
I-ORG,625,hole,ORG
I-ORG,625,food,ORG
O,625,charity,O
O,625,founder,O
B-PER,625,@,PER
B-PER,625,richardloat,PER
O,625,video,O
O,625,http://t.co/taix1mpjn5,O
O,626,@fiveholeforfood,O
end,626,end,O
O,626,breaking,O
B-ORG,626,bank,ORG
I-ORG,626,canada,ORG
O,626,keeps,O
O,626,trendsetting,O
O,626,overnight,O
O,626,interest,O
O,626,rate,O
O,626,cent,O
end,626,end,O
O,626,breaking,O
B-ORG,626,barrick,ORG
I-ORG,626,gold,ORG
I-ORG,626,corp,ORG
O,626,says,O
O,626,president,O
O,626,ceo,O
B-PER,626,jamie,PER
I-PER,626,sokalsky,PER
O,626,step,O
O,626,sept,O
O,626,15,O
end,626,end,O
O,626,breaking,O
B-ORG,626,onex,ORG
I-ORG,626,corp,ORG
O,626,says,O
O,626,agreed,O
O,626,acquire,O
O,626,risk,O
O,626,management,O
O,626,firm,O
B-ORG,626,york,ORG
I-ORG,626,risk,ORG
I-ORG,626,services,ORG
I-ORG,626,group,ORG
I-ORG,626,inc,ORG
O,626,1,O
O,626,33,O
O,626,billion,O
end,626,end,O
B-ORG,626,#bell,ORG
B-ORG,626,#rogers,ORG
O,626,plan,O
O,626,shut,O
O,626,viewer,O
O,626,choice,O
O,626,pay-per-view,O
O,626,@dj_friend,O
O,626,http://t.co/5spksprpmd,O
O,627,#media,O
end,627,end,O
O,627,developing,O
O,627,online,O
O,627,brand,O
O,627,help,O
O,627,land,O
O,627,job,O
O,627,look,O
O,627,build,O
O,627,career,O
O,627,reporter,O
B-PER,627,@,PER
B-PER,627,maurinor,PER
O,627,http://t.co/ffdmarxzqz,O
end,628,end,O
B-ORG,628,women,ORG
I-ORG,628,capital,ORG
I-ORG,628,markets,ORG
O,628,ceo,O
B-PER,628,@,PER
B-PER,628,jenreynolds__,PER
O,628,talks,O
O,628,characteristics,O
O,628,good,O
O,628,leader,O
O,628,video,O
O,628,http://t.co/v3joqgfnwa,O
end,629,end,O
B-ORG,629,#lionsgate,ORG
O,629,pairs,O
O,629,e-commerce,O
O,629,giant,O
B-ORG,629,#alibaba,ORG
O,629,streaming,O
O,629,movie,O
O,629,service,O
B-LOC,629,china,LOC
O,629,@dj_friend,O
O,629,http://t.co/ktjt4wvjza,O
end,630,end,O
B-ORG,630,fitch,ORG
I-ORG,630,ratings,ORG
O,630,says,O
B-LOC,630,canada,LOC
O,630,real,O
O,630,estate,O
O,630,market,O
O,630,overvalued,O
O,630,20,O
O,630,http://t.co/p9pzwic9yx,O
O,631,#realestate,O
end,631,end,O
O,631,believe,O
O,631,cost,O
O,631,basic,O
O,631,cellphone,O
O,631,package,O
B-LOC,631,canada,LOC
O,631,rose,O
O,631,year,O
B-PER,631,@,PER
B-PER,631,davidpaddon,PER
O,631,http://t.co/75rbnym7g4,O
end,632,end,O
O,632,follow,O
O,632,team,O
O,632,business,O
O,632,reporters,O
O,632,@dj_friend,O
B-PER,632,@,PER
B-PER,632,lindanguyento,PER
B-PER,632,@,PER
B-PER,632,maurinor,PER
B-PER,632,@,PER
B-PER,632,rossmarowits,PER
B-PER,632,@,PER
B-PER,632,laurenkrugel,PER
B-PER,632,@,PER
B-PER,632,davidpaddon,PER
end,632,end,O
B-ORG,632,#bombardier,ORG
O,632,unveils,O
O,632,number,O
O,632,c,O
O,632,series,O
O,632,orders,O
O,632,airshow,O
O,632,gets,O
O,632,underway,O
B-PER,632,@,PER
B-PER,632,rossmarowits,PER
O,632,http://t.co/cxpgwnul4y,O
end,633,end,O
O,633,amoled,O
O,633,lcd,O
O,633,reporter,O
B-PER,633,@,PER
B-PER,633,michaeloliveira,PER
O,633,takes,O
O,633,closer,O
O,633,look,O
O,633,mobile,O
O,633,screen,O
O,633,displays,O
O,633,video,O
O,633,http://t.co/z7wagelbac,O
O,634,#cdntech,O
end,634,end,O
O,634,reporter,O
B-PER,634,malcolm,PER
I-PER,634,morrison,PER
O,634,looks,O
O,634,expect,O
O,634,stock,O
O,634,markets,O
O,634,week,O
O,634,including,O
B-ORG,634,bank,ORG
I-ORG,634,canada,ORG
O,634,rates,O
O,634,video,O
O,634,http://t.co/t4bys8ejvj,O
end,635,end,O
O,635,worried,O
O,635,getting,O
O,635,mortgage,O
O,635,tips,O
O,635,@maurinor,O
O,635,http://t.co/9na3amrg5e,O
O,636,#moneymonitor,O
end,636,end,O
B-LOC,636,#canada's,LOC
O,636,unemployment,O
O,636,rate,O
O,636,rises,O
O,636,7,O
O,636,1,O
B-LOC,636,ontario,LOC
O,636,hit,O
O,636,significant,O
O,636,job,O
O,636,losses,O
O,636,http://t.co/0s5avcqsys,O
O,637,#economy,O
end,637,end,O
O,637,analysts,O
O,637,canadian,O
O,637,women,O
O,637,clothing,O
O,637,retailers,O
O,637,headed,O
O,637,tough,O
O,637,year,O
B-PER,637,@,PER
B-PER,637,rossmarowits,PER
O,637,http://t.co/68xeyayeof,O
end,638,end,O
O,638,unionized,O
O,638,workers,O
B-ORG,638,globe,ORG
I-ORG,638,mail,ORG
O,638,vote,O
O,638,approve,O
O,638,new,O
O,638,contract,O
O,638,http://t.co/uvg1yhrwga,O
O,639,#media,O
end,639,end,O
B-PER,639,#cogeco,PER
O,639,abandoning,O
B-ORG,639,iptv,ORG
O,639,project,O
O,639,turn,O
O,639,partnership,O
B-PER,639,#tivo,PER
B-PER,639,@,PER
B-PER,639,davidpaddon,PER
O,639,http://t.co/pzxrqf2za3,O
O,640,#telecom,O
end,640,end,O
B-ORG,640,metro,ORG
O,640,shutter,O
O,640,free,O
O,640,print,O
O,640,newspapers,O
B-LOC,640,regina,LOC
B-LOC,640,saskatoon,LOC
B-LOC,640,london,LOC
O,640,@dj_friend,O
O,640,http://t.co/nej899esch,O
end,641,end,O
O,641,big,O
O,641,changes,O
B-ORG,641,"#mtv,",ORG
I-ORG,641,#much,ORG
B-ORG,641,bell,ORG
I-ORG,641,media,ORG
O,641,makes,O
O,641,deep,O
O,641,cuts,O
O,641,production,O
O,641,staff,O
B-PER,641,@,PER
B-PER,641,dj_friend,PER
O,641,http://t.co/rtvyrtzf0i,O
end,642,end,O
O,642,getting,O
O,642,mortgage,O
O,642,tough,O
O,642,days,O
O,642,options,O
O,642,reporter,O
B-PER,642,@,PER
B-PER,642,maurinor,PER
O,642,talks,O
O,642,specifics,O
O,642,video,O
O,642,http://t.co/ivsgxn6sg7,O
end,643,end,O
O,643,#onthejob,O
O,643,standup,O
O,643,comedian,O
B-PER,643,joey,PER
I-PER,643,elias,PER
B-PER,643,@,PER
B-PER,643,comedyjoeyelias,PER
O,643,video,O
O,643,http://t.co/istswxf9tb,O
end,644,end,O
B-ORG,644,union,ORG
O,644,says,O
O,644,reached,O
O,644,deal,O
B-ORG,644,globe,ORG
I-ORG,644,mail,ORG
O,644,contract,O
O,644,dispute,O
O,644,http://t.co/lx2cdpssz1,O
O,645,#media,O
end,645,end,O
O,645,millions,O
O,645,cdns,O
O,645,unclaimed,O
O,645,assets,O
O,645,held,O
O,645,corporations,O
O,645,gov,O
O,645,t,O
O,645,video,O
B-PER,645,@,PER
B-PER,645,rossmarowits,PER
O,645,http://t.co/7g0jsi1yxr,O
end,646,end,O
B-ORG,646,crowdfunding,ORG
O,646,company,O
O,646,@indiegogo,O
O,646,picks,O
B-LOC,646,canada,LOC
O,646,kickstart,O
O,646,mobile,O
O,646,strategy,O
B-PER,646,@,PER
B-PER,646,michaeloliveira,PER
O,646,http://t.co/ixa1hgjv8j,O
O,647,#media,O
O,647,#apps,O
end,647,end,O
B-ORG,647,td,ORG
I-ORG,647,bank,ORG
O,647,faith,O
O,647,cdn,O
O,647,housing,O
O,647,says,O
O,647,prices,O
O,647,rise,O
O,647,rest,O
O,647,year,O
B-PER,647,@,PER
B-PER,647,lindanguyento,PER
O,647,http://t.co/qrktat9pv3,O
O,648,#realestate,O
end,648,end,O
B-ORG,648,transcontinental,ORG
O,648,ends,O
O,648,61,O
O,648,year,O
O,648,run,O
B-LOC,648,"#tvguidecanada,",LOC
O,648,online,O
O,648,listings,O
O,648,continue,O
O,648,http://t.co/1miqm3bcj3,O
O,649,#media,O
end,649,end,O
O,649,ad,O
O,649,agency,O
B-ORG,649,#cossette's,ORG
O,649,parent,O
O,649,company,O
O,649,puts,O
O,649,stake,O
O,649,sale,O
O,649,http://t.co/fpmm6nxdav,O
O,650,#media,O
end,650,end,O
B-ORG,650,#blackberry,ORG
O,650,sells,O
B-LOC,650,german-based,LOC
B-ORG,650,r,ORG
I-ORG,650,d,ORG
O,650,assets,O
B-ORG,650,volkswagen,ORG
O,650,@dj_friend,O
O,650,http://t.co/cwozojss1h,O
O,651,#cdntech,O
O,651,#qnx,O
end,651,end,O
B-ORG,651,#timhortons,ORG
O,651,launches,O
B-ORG,651,cibc,ORG
O,651,credit,O
O,651,card,O
O,651,built-in,O
O,651,buttons,O
O,651,look,O
O,651,video,O
O,651,@dj_friend,O
O,651,http://t.co/plwvgrlnxt,O
end,652,end,O
O,652,corporate,O
B-LOC,652,canada,LOC
O,652,aim,O
O,652,30,O
O,652,cent,O
O,652,women,O
O,652,boards,O
B-LOC,652,ottawa,LOC
B-PER,652,@,PER
B-PER,652,lindanguyento,PER
O,652,http://t.co/kiih36af4i,O
end,653,end,O
B-ORG,653,@,ORG
B-ORG,653,sobeys,ORG
O,653,closing,O
O,653,50,O
O,653,stores,O
O,653,targets,O
O,653,underperforming,O
O,653,locations,O
O,653,cut,O
O,653,costs,O
O,653,@via,O
O,653,@dj_friend,O
O,653,http://t.co/7iewxpldyh,O
O,654,#retail,O
end,654,end,O
B-ORG,654,indigo,ORG
O,654,head,O
B-PER,654,heather,PER
I-PER,654,reisman,PER
O,654,says,O
O,654,printed,O
O,654,book,O
O,654,stay,O
O,654,appetite,O
O,654,digitals,O
O,654,waning,O
B-PER,654,@,PER
B-PER,654,lindanguyento,PER
O,654,http://t.co/jr9w94osrz,O
end,655,end,O
O,655,#crtc,O
O,655,head,O
O,655,says,O
O,655,regulator,O
O,655,working,O
O,655,catch,O
O,655,rogue,O
O,655,telemarketers,O
O,655,operating,O
O,655,outside,O
B-LOC,655,canada,LOC
B-PER,655,@,PER
B-PER,655,davidpaddon,PER
O,655,http://t.co/vi7tlmkgps,O
end,656,end,O
O,656,reporter,O
B-PER,656,craig,PER
I-PER,656,wong,PER
O,656,talks,O
B-ORG,656,resp,ORG
O,656,tips,O
O,656,help,O
O,656,save,O
O,656,kids,O
O,656,education,O
O,656,video,O
O,656,http://t.co/oq7j23gmjd,O
end,657,end,O
O,657,#onthejob,O
O,657,wildly,O
O,657,impressive,O
B-LOC,657,winnipeg,LOC
O,657,busker,O
B-PER,657,chris,PER
O,657,hat,O
O,657,video,O
O,657,http://t.co/em0j8dlf31,O
end,658,end,O
O,658,academics,O
O,658,urge,O
O,658,moratorium,O
O,658,new,O
O,658,oilsands,O
O,658,projects,O
O,658,pipelines,O
B-LOC,658,canada,LOC
O,658,http://t.co/bmkylo5sgm,O
O,659,#oilandgas,O
O,659,#economy,O
O,659,#environment,O
end,659,end,O
O,659,#wireless,O
O,659,company,O
B-ORG,659,#mobilicity,ORG
O,659,gets,O
O,659,court,O
O,659,protection,O
O,659,creditors,O
O,659,extended,O
O,659,3,O
O,659,months,O
B-PER,659,@,PER
B-PER,659,davidpaddon,PER
O,659,http://t.co/xthl71bau3,O
O,660,#telecom,O
end,660,end,O
O,660,surprised,O
B-LOC,660,canada,LOC
O,660,cottage,O
O,660,market,O
O,660,performing,O
B-PER,660,@,PER
B-PER,660,rossmarowits,PER
O,660,http://t.co/l2vnl5rbtz,O
O,661,#realestate,O
O,661,#cottages,O
end,661,end,O
O,661,time,O
O,661,goodbye,O
O,661,cottage,O
B-PER,661,@,PER
B-PER,661,dj_friend,PER
O,661,http://t.co/6hszijitio,O
O,662,#moneymonitor,O
O,662,#realestate,O
end,662,end,O
O,662,#careerdirection:,O
O,662,discovering,O
O,662,passion,O
O,662,workplace,O
O,662,video,O
B-PER,662,@,PER
B-PER,662,lindanguyento,PER
O,662,http://t.co/xfnoztfjxh,O
end,663,end,O
O,663,movie,O
O,663,exhibitor,O
B-ORG,663,#cineplex,ORG
O,663,canadian,O
O,663,companies,O
O,663,changing,O
O,663,shop,O
O,663,stores,O
O,663,@dj_friend,O
O,663,http://t.co/kdb6birsuo,O
O,664,#cdnretail,O
end,664,end,O
O,664,retail,O
O,664,shopping,O
O,664,soon,O
O,664,look,O
O,664,like,O
O,664,scene,O
O,664,#minorityreport.,O
O,664,video,O
B-PER,664,@,PER
B-PER,664,dj_friend,PER
O,664,http://t.co/ynbmryuo8r,O
end,665,end,O
O,665,subscriber,O
O,665,erosion,O
O,665,analysts,O
O,665,says,O
O,665,likely,O
B-ORG,665,#shaw,ORG
I-ORG,665,communications,ORG
O,665,latest,O
O,665,quarter,O
B-PER,665,@,PER
B-PER,665,davidpaddon,PER
O,665,http://t.co/uu7hmro7te,O
end,666,end,O
B-ORG,666,td,ORG
I-ORG,666,bank,ORG
O,666,says,O
B-LOC,666,canada,LOC
O,666,#economy,O
O,666,slightly,O
O,666,weaker,O
O,666,expected,O
O,666,http://t.co/tuaebil3zi,O
end,667,end,O
O,667,digital,O
O,667,screens,O
O,667,usher,O
O,667,new,O
O,667,era,O
O,667,interactivity,O
O,667,canadian,O
O,667,retailers,O
O,667,@dj_friend,O
O,667,http://t.co/kdb6birsuo,O
O,668,#cdnretail,O
end,668,end,O
O,668,canadian,O
O,668,grocery,O
O,668,smartphone,O
O,668,app,O
B-ORG,668,@,ORG
B-ORG,668,snapsaves,ORG
O,668,sells,O
O,668,deals,O
O,668,site,O
B-ORG,668,@,ORG
B-ORG,668,groupon,ORG
O,668,@dj_friend,O
O,668,http://t.co/fpjsbf2bmk,O
end,669,end,O
B-ORG,669,#blackberry,ORG
O,669,surprised,O
O,669,morning,O
O,669,first-quarter,O
O,669,profit,O
O,669,smaller,O
O,669,adjusted,O
O,669,loss,O
O,669,@dj_friend,O
O,669,http://t.co/ghksjcghvb,O
O,670,…,O
O,670,#cdntech,O
end,670,end,O
B-ORG,670,hudson,ORG
I-ORG,670,bay,ORG
O,670,ceo,O
O,670,talks,O
O,670,selling,O
O,670,real,O
O,670,estate,O
O,670,assets,O
B-PER,670,@,PER
B-PER,670,dj_friend,PER
O,670,http://t.co/jmc4pe4mh4,O
O,671,#retail,O
O,671,#realestate,O
end,671,end,O
O,671,competition,O
O,671,wireless,O
O,671,sector,O
O,671,slowed,O
O,671,failure,O
O,671,unite,O
O,671,new,O
O,671,entrants,O
O,671,says,O
B-ORG,671,wind,ORG
I-ORG,671,mobile,ORG
O,671,ceo,O
B-PER,671,@,PER
B-PER,671,davidpaddon,PER
O,671,http://t.co/nv2pkwgsam,O
end,672,end,O
B-LOC,672,ottawa,LOC
O,672,gives,O
O,672,blessing,O
B-LOC,672,northern,LOC
I-LOC,672,gateway,LOC
O,672,http://t.co/nj17gvfb06,O
end,673,end,O
O,673,low,O
O,673,mortgage,O
O,673,rates,O
O,673,encourage,O
O,673,buyers,O
O,673,return,O
O,673,home,O
O,673,sales,O
O,673,increase,O
O,673,crea,O
O,673,http://t.co/gxd0ikaaxu,O
O,674,#realestate,O
end,674,end,O
B-ORG,674,ndp,ORG
O,674,introduces,O
O,674,bill,O
O,674,aimed,O
O,674,protecting,O
O,674,unpaid,O
O,674,interns,O
O,674,video,O
O,674,http://t.co/cvdunfwhcx,O
end,675,end,O
B-LOC,675,montreal,LOC
B-PER,675,amaya,PER
I-PER,675,gaming,PER
O,675,wins,O
O,675,jackpot,O
O,675,4,O
O,675,9,O
O,675,b,O
O,675,deal,O
O,675,online,O
O,675,leader,O
B-PER,675,@,PER
B-PER,675,rossmarowits,PER
O,675,http://t.co/umrrssbgrn,O
end,676,end,O
B-LOC,676,halifax-based,LOC
O,676,production,O
O,676,company,O
B-ORG,676,dhx,ORG
I-ORG,676,media,ORG
O,676,bringing,O
O,676,#teletubbies,O
O,676,@dj_friend,O
O,676,http://t.co/3xicljuydn,O
O,677,#tv,O
end,677,end,O
O,677,arrests,O
O,677,messages,O
O,677,#blackberrys,O
O,677,intercepted,O
O,677,@dj_friend,O
O,677,http://t.co/zct2ur8e8e,O
O,678,#cdntech,O
end,678,end,O
O,678,yoga,O
O,678,wear,O
O,678,company,O
B-ORG,678,lululemon,ORG
O,678,says,O
O,678,difficult,O
O,678,year,O
O,678,ahead,O
O,678,quarterly,O
O,678,profits,O
O,678,drop,O
B-PER,678,@,PER
B-PER,678,dj_friend,PER
O,678,http://t.co/cne7kfnvkz,O
end,679,end,O
B-ORG,679,#lululemon,ORG
O,679,predicts,O
O,679,tough,O
O,679,year,O
O,679,ahead,O
O,679,quarterly,O
O,679,profits,O
O,679,drop,O
B-PER,679,@,PER
B-PER,679,dj_friend,PER
O,679,http://t.co/jys87rjsfz,O
O,680,#retailnews,O
O,680,#yoga,O
end,680,end,O
B-ORG,680,lululemon,ORG
O,680,directors,O
O,680,keeping,O
O,680,positions,O
O,680,yoga,O
O,680,company,O
O,680,founder,O
O,680,votes,O
O,680,latest,O
O,680,http://t.co/felxvtfh4m,O
end,681,end,O
O,681,directors,O
B-ORG,681,lululemon,ORG
I-ORG,681,athletica,ORG
O,681,re-elected,O
O,681,founder,O
B-PER,681,chip,PER
I-PER,681,wilson,PER
O,681,voted,O
end,681,end,O
B-ORG,681,#lululemon,ORG
O,681,founder,O
B-PER,681,chip,PER
I-PER,681,wilson,PER
O,681,calling,O
O,681,board,O
O,681,shakeup,O
O,681,yoga-wear,O
O,681,retailer,O
O,681,http://t.co/felxvtfh4m,O
end,682,end,O
B-PER,682,joe,PER
I-PER,682,oliver,PER
O,682,worried,O
B-LOC,682,ontario,LOC
O,682,drag,O
O,682,canadian,O
O,682,economy,O
O,682,lower,O
B-PER,682,@,PER
B-PER,682,rossmarowits,PER
O,682,http://t.co/kvxlkqc4pj,O
end,683,end,O
O,683,reporter,O
B-PER,683,malcolm,PER
I-PER,683,morrison,PER
O,683,upcoming,O
O,683,stock,O
O,683,market,O
O,683,highlights,O
B-LOC,683,u,LOC
I-LOC,683,s,LOC
O,683,retail,O
O,683,numbers,O
B-LOC,683,cdn,LOC
O,683,housing,O
O,683,starts,O
O,683,video,O
O,683,http://t.co/t4bys8ejvj,O
end,684,end,O
O,684,#careerdirection:,O
O,684,skills,O
O,684,need,O
O,684,entrepreneur,O
O,684,video,O
O,684,http://t.co/wnhn0zxxrt,O
end,685,end,O
O,685,#onthejob,O
B-LOC,685,halifax,LOC
O,685,mayor,O
B-PER,685,mike,PER
I-PER,685,savage,PER
O,685,video,O
O,685,http://t.co/edc3ksyb4s,O
B-PER,686,@,PER
B-PER,686,mikesavagehfx,PER
end,686,end,O
O,686,#offtheclock,O
O,686,french,O
B-ORG,686,indycar,ORG
O,686,driver,O
B-PER,686,@,PER
B-PER,686,simonpagenaud,PER
O,686,spend,O
O,686,downtime,O
O,686,video,O
O,686,http://t.co/h58kfa6qoo,O
O,687,#skiing,O
O,687,#indy500,O
end,687,end,O
O,687,selling,O
O,687,stocks,O
O,687,summer,O
O,687,good,O
O,687,idea,O
O,687,reporter,O
B-PER,687,@,PER
B-PER,687,maurinor,PER
O,687,outlines,O
O,687,consider,O
O,687,video,O
O,687,http://t.co/w9x7rfprll,O
O,688,#moneymonitor,O
end,688,end,O
O,688,follow,O
O,688,business,O
O,688,reporters,O
B-PER,688,@,PER
B-PER,688,dj_friend,PER
B-PER,688,@,PER
B-PER,688,laurenkrugel,PER
B-PER,688,@,PER
B-PER,688,maurinor,PER
B-PER,688,@,PER
B-PER,688,lindanguyento,PER
B-PER,688,@,PER
B-PER,688,davidpaddon,PER
B-PER,688,@,PER
B-PER,688,rossmarowits,PER
end,688,end,O
O,688,acquisitions,O
B-ORG,688,@,ORG
B-ORG,688,saks,ORG
B-ORG,688,@,ORG
B-ORG,688,lordandtaylor,ORG
O,688,helped,O
O,688,boost,O
O,688,first-quarter,O
O,688,earnings,O
B-ORG,688,@,ORG
B-ORG,688,thehudsonsbayco,ORG
O,688,http://t.co/quoq6wy8sj,O
O,689,#retail,O
B-PER,689,@,PER
B-PER,689,maurinor,PER
end,689,end,O
O,689,#aluminum,O
O,689,industry,O
O,689,hopeful,O
B-LOC,689,#quebec,LOC
O,689,lower,O
O,689,#energy,O
O,689,rates,O
O,689,new,O
O,689,smelters,O
O,689,http://t.co/0gbwiemuf4,O
O,690,#qcpoli,O
B-PER,690,@,PER
B-PER,690,rossmarowits,PER
end,690,end,O
B-ORG,690,@,ORG
B-ORG,690,canadiantire,ORG
O,690,president,O
O,690,says,O
O,690,#retailers,O
O,690,need,O
O,690,create,O
O,690,original,O
O,690,ideas,O
O,690,#shoppers,O
O,690,http://t.co/jagjzbm7mh,O
O,691,@dj_friend,O
O,691,read,O
end,691,end,O
O,691,find,O
B-PER,691,#freddieforte,PER
O,691,today,O
O,691,irish,O
O,691,news,O
O,691,win,O
O,691,gusto,O
O,691,d,O
O,691,italia,O
O,691,dining,O
O,691,experience,O
O,691,@coppibelfast,O
O,691,@ilpiratabelfast,O
O,691,10,O
O,691,won,O
O,691,#giro,O
end,691,end,O
B-ORG,691,irish,ORG
I-ORG,691,news,ORG
O,691,today,O
O,691,win,O
O,691,gusto,O
O,691,d,O
O,691,italia,O
O,691,dining,O
O,691,experience,O
B-LOC,691,@,LOC
B-LOC,691,coppibelfast,LOC
B-LOC,691,@,LOC
B-LOC,691,ilpiratabelfast,LOC
O,691,10,O
O,691,meals,O
O,691,won,O
O,691,#giro,O
O,691,http://t.co/xk6fpkfmhv,O
end,692,end,O
B-ORG,692,irish,ORG
I-ORG,692,news,ORG
O,692,today,O
O,692,win,O
O,692,gusto,O
O,692,d,O
O,692,italia,O
O,692,dining,O
O,692,experience,O
B-LOC,692,@,LOC
B-LOC,692,coppibelfast,LOC
O,692,@ilpiratabelfast,O
O,692,10,O
O,692,meals,O
O,692,won,O
O,692,#giro,O
O,692,http://t.co/ju8oppp5se,O
end,693,end,O
O,693,today,O
B-ORG,693,irish,ORG
I-ORG,693,news,ORG
B-PER,693,breidge,PER
I-PER,693,gadd,PER
O,693,governments,O
O,693,lead,O
O,693,dealing,O
O,693,past,O
end,693,end,O
O,693,today,O
B-ORG,693,irish,ORG
I-ORG,693,news,ORG
O,693,mixed,O
O,693,reaction,O
O,693,victims,O
O,693,proposals,O
end,693,end,O
O,693,today,O
B-ORG,693,irish,ORG
I-ORG,693,news,ORG
O,693,nun,O
O,693,tried,O
O,693,boys,O
B-ORG,693,ira,ORG
end,693,end,O
O,693,today,O
O,693,irish,O
O,693,news,O
B-PER,693,martin,PER
I-PER,693,mcguinness,PER
O,693,bitterly,O
O,693,condemns,O
B-PER,693,peter,PER
I-PER,693,robinson,PER
O,693,loyalist,O
O,693,attacks,O
end,693,end,O
O,693,today,O
O,693,irish,O
O,693,news,O
O,693,loyalists,O
O,693,union,O
O,693,flags,O
B-LOC,693,giro,LOC
O,693,route,O
B-LOC,693,co,LOC
I-LOC,693,antrim,LOC
end,693,end,O
O,693,today,O
B-ORG,693,irish,ORG
I-ORG,693,news,ORG
O,693,man,O
O,693,held,O
O,693,semtex,O
O,693,haul,O
O,693,freed,O
O,693,reference,O
B-LOC,693,belfast,LOC
O,693,priest,O
end,693,end,O
B-ORG,693,irish,ORG
I-ORG,693,news,ORG
O,693,today,O
O,693,win,O
O,693,true,O
O,693,gusto,O
O,693,d,O
O,693,italia,O
O,693,experience,O
B-LOC,693,@,LOC
B-LOC,693,coppibelfast,LOC
B-LOC,693,@,LOC
B-LOC,693,ilpiratabelfast,LOC
O,693,10,O
O,693,meals,O
O,693,won,O
O,693,#giro,O
O,693,http://t.co/ylnipycefw,O
end,694,end,O
O,694,holding,O
O,694,#giro,O
B-PER,694,nicholas,PER
I-PER,694,roche,PER
O,694,son,O
O,694,@giroditalia,O
O,694,winner,O
B-PER,694,stephen,PER
O,694,pink,O
O,694,carpet,O
O,694,@girostart2014,O
O,694,http://t.co/n6zu77tna5,O
end,695,end,O
B-ORG,695,irish,ORG
I-ORG,695,news,ORG
O,695,tmro,O
O,695,continue,O
O,695,#giro,O
O,695,theme,O
O,695,chance,O
O,695,win,O
O,695,true,O
O,695,gusto,O
O,695,d,O
O,695,italia,O
O,695,experience,O
B-LOC,695,@,LOC
B-LOC,695,coppibelfast,LOC
B-LOC,695,@,LOC
B-LOC,695,ilpiratabelfast,LOC
end,695,end,O
O,695,today,O
B-ORG,695,irish,ORG
I-ORG,695,news,ORG
O,695,ready,O
O,695,set,O
B-ORG,695,giro,ORG
O,695,guide,O
O,695,@girostart2014,O
B-ORG,695,@,ORG
B-ORG,695,giroditalia,ORG
O,695,#giro,O
O,695,#pink,O
O,695,http://t.co/4yob5u3qng,O
end,696,end,O
O,696,tre,O
O,696,uno,O
B-ORG,696,#giro,ORG
O,696,celebrate,O
O,696,@girostart2014,O
O,696,turned,O
B-ORG,696,irish,ORG
I-ORG,696,news,ORG
O,696,masthead,O
O,696,#pink,O
O,696,http://t.co/rc92yymykh,O
end,697,end,O
O,697,today,O
B-ORG,697,irish,ORG
I-ORG,697,news,ORG
B-PER,697,jim,PER
I-PER,697,gibney,PER
O,697,revenge,O
O,697,laughter,O
O,697,children,O
end,697,end,O
O,697,today,O
B-ORG,697,irish,ORG
I-ORG,697,news,ORG
B-PER,697,newton,PER
I-PER,697,emerson,PER
B-PER,697,adams,PER
O,697,turns,O
O,697,arrest,O
O,697,strategic,O
O,697,triumph,O
end,697,end,O
O,697,today,O
O,697,irish,O
O,697,news,O
B-PER,697,baggott,PER
O,697,otr,O
O,697,letters,O
O,697,amnesty,O
O,697,immunity,O
O,697,95,O
O,697,recipients,O
O,697,linked,O
O,697,300,O
O,697,unsolved,O
O,697,murders,O
end,697,end,O
O,697,today,O
B-ORG,697,irish,ORG
I-ORG,697,news,ORG
O,697,forms,O
O,697,identify,O
B-LOC,697,boston,LOC
I-LOC,697,college,LOC
O,697,interview,O
O,697,tapes,O
O,697,lost,O
O,697,journalist,O
O,697,university,O
O,697,blame,O
O,697,loss,O
end,697,end,O
O,697,today,O
B-ORG,697,irish,ORG
I-ORG,697,news,ORG
O,697,man,O
O,697,shot,O
O,697,dead,O
B-ORG,697,sas,ORG
O,697,innocent,O
O,697,admits,O
O,697,mod,O
O,697,brothers,O
O,697,drove,O
B-LOC,697,loughgall,LOC
O,697,ambush,O
O,697,8,O
B-ORG,697,ira,ORG
O,697,men,O
O,697,killed,O
end,697,end,O
O,697,today,O
B-ORG,697,irish,ORG
I-ORG,697,news,ORG
O,697,ready,O
O,697,set,O
O,697,giro,O
O,697,guide,O
O,697,@girostart2014,O
O,697,@giroditalia,O
O,697,#giro,O
O,697,http://t.co/ocokskcb38,O
end,698,end,O
O,698,tre,O
O,698,uno,O
O,698,#giro,O
O,698,celebrate,O
O,698,@girostart2014,O
O,698,turned,O
O,698,irish,O
O,698,news,O
O,698,masthead,O
O,698,pink,O
O,698,http://t.co/ivpzkbi3bx,O
end,699,end,O
B-ORG,699,irish,ORG
I-ORG,699,news,ORG
O,699,tmro,O
O,699,ready,O
O,699,set,O
O,699,giro,O
O,699,guide,O
O,699,@girostart2014,O
B-ORG,699,@,ORG
