ner_tag,id,token
O,557,ahead
O,557,pace
O,557,year
O,557,http://t.co/xve0iat0sb
end,558,end
O,558,today
I-LOC,558,hill
B-PER,558,harper
O,558,wraps
O,558,women
O,558,child
O,558,health
O,558,forum
B-LOC,558,toronto
O,558,http://t.co/gikrxh5ty5
end,560,end
O,560,speaker
O,560,contradicts
B-PER,560,mulcair
B-ORG,560,ndp
O,560,bulk
O,560,mailings
O,560,satellite
O,560,offices
O,560,http://t.co/uc8wvk5w86
end,561,end
B-ORG,561,tories
O,561,defend
O,561,choice
O,561,government
O,561,insider
O,561,federal
O,561,privacy
O,561,czar
O,561,http://t.co/csrwuecibr
end,562,end
B-LOC,562,jordan
O,562,queen
O,562,calls
O,562,child
O,562,deaths
O,562,outrage
O,562,thanks
B-PER,562,harper
O,562,support
O,562,http://t.co/kav6tmrl1t
end,563,end
B-PER,563,alexander
O,563,blasts
O,563,opposition
O,563,immigration
O,563,bill
O,563,goes
O,563,second
O,563,reading
O,563,http://t.co/moe1gqtr8b
end,565,end
O,565,new
B-ORG,565,tory
O,565,defence
O,565,shopping
O,565,list
O,565,military
O,565,work
O,565,progress
O,565,http://t.co/vxhzg3ws9g
end,567,end
O,567,soldier
B-PER,567,sen
I-PER,567,romeo
I-PER,567,dallaire
O,567,says
O,567,resigning
B-ORG,567,senate
O,567,http://t.co/qauxwoqkfg
end,568,end
O,568,today
B-LOC,568,hill
B-PER,568,harper
O,568,heads
B-LOC,568,toronto
O,568,maternal
O,568,child
O,568,health
O,568,summit
O,568,http://t.co/ldl8b1bt2p
end,569,end
O,569,electronic
O,569,spy
O,569,agency
O,569,gathers
O,569,personal
O,569,information
O,569,cyberdefence
O,569,role
O,569,http://t.co/m7tiyeljiq
end,570,end
B-PER,570,harper
O,570,kids
O,570,moms
O,570,aid
O,570,plan
O,570,poor
O,570,countries
O,570,polarizes
O,570,home
O,570,http://t.co/qeidd35gqx
end,571,end
O,571,federal
O,571,government
O,571,working
O,571,remove
O,571,outdated
O,571,job
O,571,posting
B-LOC,571,canada
O,571,job
O,571,bank
O,571,http://t.co/huvsa8n4ey
end,573,end
O,573,sexual
O,573,assault
O,573,harassment
O,573,military
O,573,culture
O,573,says
O,573,commander
O,573,http://t.co/votiyu4jhx
end,574,end
O,574,big
O,574,banks
O,574,government
O,574,agree
O,574,no-cost
O,574,accounts
O,574,low-income
O,574,seniors
O,574,youth
O,574,http://t.co/yxyiuktebn
end,575,end
B-ORG,575,liberal
O,575,mp
B-PER,575,john
I-PER,575,mckay
O,575,secretly
O,575,taped
O,575,criticizing
B-PER,575,trudeau
O,575,http://t.co/xzqtvz5x3j
end,577,end
B-LOC,577,canada
O,577,clicks
O,577,ok
O,577,use
O,577,airborne
O,577,devices
O,577,http://t.co/6zrgs8amzx
end,578,end
O,578,muslim
O,578,group
O,578,takes
O,578,step
O,578,court
O,578,action
B-ORG,578,pmo
O,578,spokesman
O,578,http://t.co/l25xym0egs
end,579,end
O,579,search
O,579,17
O,579,year-old
O,579,boater
O,579,missing
O,579,near
B-LOC,579,north
I-LOC,579,bay
O,579,http://t.co/tgint7sgmz
end,580,end
B-LOC,580,#barrie
O,580,man
O,580,charged
O,580,female
O,580,forced
O,580,perform
O,580,sex
O,580,pay
O,580,drug
O,580,debts
O,580,police
O,580,http://t.co/amvmem7fqg
end,581,end
O,581,icymi
O,581,clerical
O,581,error
O,581,snatches
B-LOC,581,thornhill
O,581,riding
O,581,liberals
O,581,gives
O,581,tories
O,581,http://t.co/zo23qzknjg
O,582,#onpoli
end,582,end
B-PER,582,mcguinty
O,582,says
O,582,office
O,582,overwhelmingly
O,582,verbal
O,582,kept
O,582,records
O,582,http://t.co/1ofxamni8o
O,583,#onpoli
end,583,end
O,583,updated
B-PER,583,wynne
O,583,bring
O,583,legislature
O,583,july
O,583,re-introduce
O,583,budget
O,583,tories
O,583,lick
O,583,wounds
O,583,http://t.co/riiun42mvp
end,585,end
B-ORG,585,@
B-ORG,585,storify
B-LOC,585,ontario
O,585,election
O,585,#voteon
O,585,http://t.co/xwsyrudmzu
end,587,end
B-ORG,587,new
I-ORG,587,democrats
I-ORG,587,seats
I-ORG,587,largely
I-ORG,587,unchanged
B-LOC,587,ontario
O,587,election
O,587,power
O,587,changes
O,587,majority
O,587,government
O,587,#voteon
O,587,http://t.co/ujalss9khp
end,588,end
O,588,#onpoli
O,588,budget
O,588,look
O,588,like
O,588,hint
O,588,exactly
O,588,like
O,588,triggered
O,588,election
O,588,highlights
O,588,http://t.co/eyxa4zblbs
end,591,end
O,591,latest
O,591,story
B-PER,591,hudak
O,591,falls
O,591,short
B-LOC,591,ontario
O,591,campaign
O,591,steps
O,591,pc
O,591,leader
O,591,http://t.co/nlpvxw6igk
end,592,end
B-PER,592,@
B-PER,592,kathleen_wynne
O,592,says
O,592,election
O,592,victory
O,592,belongs
O,592,takes
O,592,pride
O,592,province
O,592,1st
O,592,elected
O,592,female
O,592,premier
O,592,#voteon
end,592,end
B-PER,592,@
B-PER,592,kathleen_wynne
O,592,says
O,592,job
O,592,build
O,592,province
O,592,residents
O,592,irrespective
O,592,party
O,592,loyalty
O,592,#voteon
end,592,end
O,592,newly
O,592,reelected
O,592,premier
B-PER,592,@
B-PER,592,kathleen_wynne
O,592,giving
O,592,victory
O,592,speech
O,592,#voteon
end,592,end
B-PER,592,@
B-PER,592,andreahorwath
O,592,says
O,592,job
O,592,fight
O,592,change
O,592,makes
O,592,sense
O,592,ends
O,592,speech
O,592,#voteon
end,592,end
B-PER,592,@
B-PER,592,andreahorwath
O,592,congratulates
O,592,candidates
O,592,promises
O,592,holding
O,592,new
O,592,government
O,592,accountable
O,592,#voteon
end,592,end
B-PER,592,@
B-PER,592,andreahorwath
O,592,speaking
O,592,promises
B-ORG,592,#ondp
O,592,fighting
B-LOC,592,ontario
O,592,families
O,592,#voteon
end,592,end
B-ORG,592,liberal
I-ORG,592,hq
B-PER,592,@
B-PER,592,mariababbage
O,592,big
O,592,cheers
B-PER,592,hudak
O,592,announces
O,592,resignation
O,592,leader
O,592,#voteon
B-LOC,592,#onpoli
B-ORG,592,@
B-ORG,592,cpontario
end,592,end
O,592,speaks
O,592,soon
B-PER,592,@
B-PER,592,allisonjones_cp
O,592,crowd
O,592,sparse
B-PER,592,andrea
I-PER,592,horwath
O,592,hq
O,592,dozen
O,592,supporters
O,592,mingling
O,592,staffers
end,592,end
O,592,early
O,592,story
B-PER,592,@
B-PER,592,timhudak
O,592,steps
B-ORG,592,#pcpo
O,592,leader
O,592,http://t.co/0pteyjashb
O,593,#voteon
end,593,end
B-ORG,593,icymi
O,593,@cpnewsboy
B-PER,593,@
B-PER,593,timhudak
O,593,quits
O,593,#voteon
end,593,end
B-PER,593,@
B-PER,593,timhudak
O,593,says
O,593,honour
O,593,represent
B-LOC,593,niagara
I-LOC,593,west-
I-LOC,593,glanbrook
O,593,offers
O,593,general
O,593,thanks
end,593,end
O,593,breaking
B-PER,593,@
B-PER,593,timhudak
O,593,says
O,593,leading
B-ORG,593,progressive
I-ORG,593,conservatives
O,593,election
O,593,stay
O,593,new
O,593,ldr
O,593,chosen
end,593,end
B-PER,593,@
B-PER,593,timhudak
O,593,says
O,593,proud
O,593,campaign
O,593,ran
O,593,clear
O,593,vision
end,593,end
B-PER,593,@
B-PER,593,timhudak
O,593,says
B-PER,593,@
B-PER,593,kathleen_wynne
O,593,mandate
O,593,deliver
O,593,meaningful
O,593,change
O,593,calls
O,593,end
O,593,wasteful
O,593,bureaucracy
O,593,#voteon
end,593,end
B-PER,593,@
B-PER,593,timhudak
O,593,addressing
O,593,supporters
O,593,thanks
O,593,crowd
O,593,local
O,593,reelection
O,593,congratulates
O,593,rivals
O,593,#voteon
end,593,end
O,593,long
O,593,odds
B-PER,593,wynne
O,593,lives
B-PER,593,@
B-PER,593,mariababbage
O,593,http://t.co/0pf0nox06b
end,594,end
B-LOC,594,ontario
B-ORG,594,liberals
O,594,win
O,594,fourth
O,594,mandate
O,594,cross
O,594,majority
O,594,territory
O,594,http://t.co/nztm5tuuyi
end,595,end
B-ORG,595,canadian
I-ORG,595,press
O,595,election
B-LOC,595,ontario
B-ORG,595,liberals
O,595,reelected
O,595,majority
O,595,mandate
O,595,#voteon
end,595,end
B-ORG,595,pc
O,595,lost
O,595,seats
O,595,tonight
B-PER,595,@
B-PER,595,timhudak
O,595,reelected
B-LOC,595,niagara
I-LOC,595,west-
I-LOC,595,glanbrook
O,595,#onpoli
end,595,end
O,595,unsurprisingly
B-PER,595,@
B-PER,595,kathleen_wynne
O,595,reelected
O,595,riding
B-LOC,595,don
I-LOC,595,valley
I-LOC,595,west
O,595,#voteon
end,595,end
B-ORG,595,liberal
O,595,hopes
O,595,pinned
B-LOC,595,toronto
O,595,area
O,595,numbers
O,595,currently
O,595,leading
O,595,21
O,595,24
O,595,races
B-ORG,595,ndp
O,595,2
B-ORG,595,pcs
O,595,edge
O,595,1
end,595,end
B-ORG,595,canadian
I-ORG,595,press
O,595,election
O,595,liberals
O,595,reelected
O,595,majority
O,595,minority
O,595,determined
end,595,end
B-ORG,595,liberals
O,595,official
O,595,elected
O,595,seat
O,595,leading
O,595,51
O,595,races
O,595,moment
B-LOC,595,#voteon
end,595,end
B-ORG,595,conservatives
B-ORG,595,ndp
O,595,board
O,595,seat
O,595,piece
B-ORG,595,liberals
O,595,leading
O,595,right
O,595,#onpoli
end,595,end
O,595,track
O,595,results
O,595,realtime
O,595,interactive
O,595,riding
O,595,map
O,595,http://t.co/sancpgnggz
O,596,#voteon
end,596,end
O,596,polls
O,596,closed
O,596,team
O,596,ready
O,596,bring
O,596,results
B-PER,596,@
B-PER,596,cpnewsboy
I-PER,596,@
I-PER,596,mariababbage
I-PER,596,@
I-PER,596,allisonjones_cp
I-PER,596,@
I-PER,596,dianamehta
I-PER,596,@
I-PER,596,perkel
I-PER,596,@
I-PER,596,mich_mcq
end,596,end
O,596,highlights
O,596,leaders
O,596,hqs
O,596,follow
B-PER,596,@
B-PER,596,mariababbage
B-ORG,596,libs
O,596,@cpnewsboy
B-ORG,596,pcs
B-PER,596,@
B-PER,596,allisonjones_cp
B-ORG,596,ndp
O,596,#onpoli
end,596,end
O,596,hour
O,596,polls
O,596,close
O,596,election
O,596,coverage
O,596,begins
O,596,stay
O,596,tuned
O,596,right
O,596,details
O,596,#onpoli
end,596,end
B-ORG,596,elections
I-ORG,596,ontario
O,596,going
O,596,handful
O,596,voters
O,596,post
O,596,photos
O,596,ballots
O,596,http://t.co/dkr5yrrf3x
end,597,end
B-ORG,597,#target
O,597,execs
O,597,run
O,597,canadian
O,597,marketplace
O,597,new
O,597,mindset
O,597,@dj_friend
O,597,http://t.co/gu7wqgs5zo
O,598,#retail
end,598,end
O,598,#careerdirection:
O,598,importance
O,598,flexible
O,598,workplace
B-PER,598,jennifer
I-PER,598,reynolds
B-ORG,598,@
B-ORG,598,wcmcanada
O,598,video
O,598,http://t.co/odqapvqfag
end,599,end
O,599,prominent
O,599,canadian
O,599,lawyer
O,599,businessman
B-PER,599,purdy
I-PER,599,crawford
O,599,dies
O,599,age
O,599,82
O,599,story
O,599,http://t.co/om6zyqs2fi
end,600,end
O,600,breaking
O,600,veteran
O,600,canadian
O,600,businessman
B-LOC,600,bay
I-LOC,600,street
O,600,lawyer
B-PER,600,purdy
I-PER,600,crawford
O,600,died
O,600,law
O,600,firm
O,600,says
end,600,end
B-ORG,600,statistics
I-ORG,600,canada
O,600,re-release
O,600,july
O,600,jobs
O,600,report
O,600,friday
O,600,fix
O,600,unspecified
O,600,calculation
O,600,error
end,600,end
O,600,spot
B-PER,600,ponzi
O,600,pyramid
O,600,scheme
O,600,video
B-PER,600,@
B-PER,600,rossmarowits
O,600,http://t.co/fcnudxih5e
end,601,end
O,601,area
O,601,canadians
O,601,better
O,601,recession
O,601,http://t.co/2mvle2lxxc
end,603,end
B-LOC,603,canada
O,603,added
O,603,200
O,603,jobs
O,603,july
B-ORG,603,statistics
I-ORG,603,canada
O,603,says
O,603,http://t.co/xoxfhsk1vv
end,605,end
B-ORG,605,#bce's
O,605,second-quarter
O,605,profits
O,605,boost
O,605,customers
O,605,upgrading
O,605,wireless
O,605,subscriptions
B-PER,605,@
B-PER,605,maurinor
O,605,http://t.co/jjmyzcvrik
end,606,end
B-ORG,606,#manulife
O,606,raises
O,606,dividend
O,606,time
O,606,years
O,606,profits
O,606,triple
O,606,http://t.co/gyplqxixiw
end,607,end
B-ORG,607,#dorel
O,607,profits
O,607,grow
O,607,nearly
O,607,15
O,607,cent
O,607,q
O,607,2
O,607,strong
O,607,#bicycle
O,607,sales
O,607,http://t.co/q1belsdxgp
B-PER,608,@
B-PER,608,rossmarowits
end,608,end
B-ORG,608,athabasca
B-ORG,608,petrochina
O,608,agree
O,608,path
O,608,closing
B-LOC,608,dover
O,608,#oilsands
O,608,sale
O,608,http://t.co/sy4hs6ekvk
O,610,#movies
O,610,#boxoffice
O,610,@dj_friend
end,610,end
O,610,want
O,610,job
O,610,study
O,610,nursing
O,610,pharmacy
O,610,says
B-ORG,610,@
B-ORG,610,workopolis
O,610,study
O,610,http://t.co/nbn6fbbynz
O,611,#career
O,611,#jobs
O,611,#healthcare
end,611,end
B-ORG,611,@
B-ORG,611,timhortons
O,611,raises
O,611,outlook
O,611,customers
O,611,spend
O,611,#breakfast
O,611,#lunch
O,611,http://t.co/3cumqd2dav
O,612,#coffee
O,612,#doughnut
end,612,end
O,612,#careerdirection:
O,612,teach
O,612,kids
O,612,computer
O,612,code
B-PER,612,@
B-PER,612,heatherpayne
O,612,weighs
O,612,discussion
O,612,video
O,612,http://t.co/sdphazo4ta
end,613,end
O,613,free
O,613,shipping
O,613,new
O,613,normal
O,613,retailers
B-LOC,613,canada
B-PER,613,@
B-PER,613,lindanguyento
O,613,http://t.co/und1lkpzti
O,614,#retail
B-ORG,614,#walmart
end,614,end
O,614,#onthejob
O,614,floral
O,614,designer
B-PER,614,@
B-PER,614,mackayneville
O,614,arranged
B-PER,614,#queen
B-PER,614,#eltonjohn
O,614,video
O,614,http://t.co/xt2mcvxx9v
end,615,end
B-ORG,615,#blackberry
O,615,beefs
O,615,security
O,615,assets
O,615,anti-eavesdropping
O,615,firm
B-ORG,615,secusmart
B-PER,615,@
B-PER,615,dj_friend
O,615,http://t.co/s10mccaquk
O,617,#tsx
B-ORG,617,#nasdaq
O,617,#nyse
end,617,end
O,617,tech
O,617,sector
O,617,struggles
O,617,recruiting
O,617,#women
O,617,http://t.co/vzumhqe0bt
O,618,#tech
O,618,#business
O,618,comment
B-ORG,618,@
B-ORG,618,googlecanada
B-ORG,618,@
B-ORG,618,sap
B-ORG,618,@
B-ORG,618,canwit
end,618,end
O,618,like
O,618,woman
O,618,tech
O,618,sector
B-PER,618,@
B-PER,618,heatherpayne
B-PER,618,@
B-PER,618,llcodedotcom
O,618,http://t.co/kw0p5o4eab
O,619,#tech
O,619,#women
O,619,#coding
O,619,#careerdirection
end,619,end
O,619,food
O,619,gasoline
O,619,prices
O,619,rise
O,619,annual
O,619,#inflation
O,619,increases
O,619,2
O,619,4
O,619,june
O,619,http://t.co/6fvcptbgdk
O,620,#cdnpoli
O,620,#cdnbiz
O,620,#cpi
end,620,end
O,620,drink
B-ORG,620,#timhortons
O,620,coffee-flavoured
O,620,beer
O,620,video
O,620,dept
O,620,asked
O,620,canadians
O,620,http://t.co/8xzdragebs
end,621,end
B-ORG,621,disney
O,621,titles
O,621,coming
B-ORG,621,#netflix
B-LOC,621,canada
O,621,starting
O,621,year
O,621,http://t.co/1y6hhy5kb2
O,623,#cdntech
end,623,end
O,623,real
O,623,minimum
O,623,wage
O,623,increased
O,623,nearly
O,623,40
O,623,years
B-ORG,623,statistics
I-ORG,623,canada
O,623,http://t.co/h7zp5lax2w
O,624,#economy
end,624,end
I-ORG,624,bank
I-ORG,624,canada
O,624,says
O,624,#economy
O,624,expected
O,624,story
O,624,http://t.co/lnrtipkm45
end,628,end
B-ORG,628,women
I-ORG,628,capital
I-ORG,628,markets
O,628,ceo
B-PER,628,@
B-PER,628,jenreynolds__
O,628,talks
O,628,characteristics
O,628,good
O,628,leader
O,628,video
O,628,http://t.co/v3joqgfnwa
end,629,end
B-ORG,629,#lionsgate
O,629,pairs
O,629,e-commerce
O,629,giant
B-ORG,629,#alibaba
O,629,streaming
O,629,movie
O,629,service
B-LOC,629,china
O,629,@dj_friend
O,629,http://t.co/ktjt4wvjza
end,630,end
B-ORG,630,fitch
I-ORG,630,ratings
O,630,says
B-LOC,630,canada
O,630,real
O,630,estate
O,630,market
O,630,overvalued
O,630,20
O,630,http://t.co/p9pzwic9yx
O,631,#realestate
end,631,end
O,631,believe
O,631,cost
O,631,basic
O,631,cellphone
O,631,package
B-LOC,631,canada
O,631,rose
O,631,year
B-PER,631,@
B-PER,631,davidpaddon
O,631,http://t.co/75rbnym7g4
end,632,end
O,632,follow
O,632,team
O,632,business
O,632,reporters
O,632,@dj_friend
B-PER,632,@
B-PER,632,lindanguyento
B-PER,632,@
B-PER,632,maurinor
B-PER,632,@
B-PER,632,rossmarowits
B-PER,632,@
B-PER,632,laurenkrugel
B-PER,632,@
B-PER,632,davidpaddon
end,632,end
B-ORG,632,#bombardier
O,632,unveils
O,632,number
O,632,c
O,632,series
O,632,orders
O,632,airshow
O,632,gets
O,632,underway
B-PER,632,@
B-PER,632,rossmarowits
O,632,http://t.co/cxpgwnul4y
end,633,end
O,633,amoled
O,633,lcd
O,633,reporter
B-PER,633,@
B-PER,633,michaeloliveira
O,633,takes
O,633,closer
O,633,look
O,633,mobile
O,633,screen
O,633,displays
O,633,video
O,633,http://t.co/z7wagelbac
O,636,#moneymonitor
end,636,end
B-LOC,636,#canada's
O,636,unemployment
O,636,rate
O,636,rises
O,636,7
O,636,1
B-LOC,636,ontario
O,636,hit
O,636,significant
O,636,job
O,636,losses
O,636,http://t.co/0s5avcqsys
O,637,#economy
end,637,end
O,637,analysts
O,637,canadian
O,637,women
O,637,clothing
O,637,retailers
O,637,headed
O,637,tough
O,637,year
B-PER,637,@
B-PER,637,rossmarowits
O,637,http://t.co/68xeyayeof
end,638,end
O,638,unionized
O,638,workers
B-ORG,638,globe
I-ORG,638,mail
O,638,vote
O,638,approve
O,638,new
O,638,contract
O,638,http://t.co/uvg1yhrwga
end,641,end
O,641,big
O,641,changes
B-ORG,641,"#mtv,"
I-ORG,641,#much
B-ORG,641,bell
I-ORG,641,media
O,641,makes
O,641,deep
O,641,cuts
O,641,production
O,641,staff
B-PER,641,@
B-PER,641,dj_friend
O,641,http://t.co/rtvyrtzf0i
end,643,end
O,643,#onthejob
O,643,standup
O,643,comedian
B-PER,643,joey
I-PER,643,elias
B-PER,643,@
B-PER,643,comedyjoeyelias
O,643,video
O,643,http://t.co/istswxf9tb
O,645,#media
end,645,end
O,645,millions
O,645,cdns
O,645,unclaimed
O,645,assets
O,645,held
O,645,corporations
O,645,gov
O,645,t
O,645,video
B-PER,645,@
B-PER,645,rossmarowits
O,645,http://t.co/7g0jsi1yxr
end,646,end
B-ORG,646,crowdfunding
O,646,company
O,646,@indiegogo
O,646,picks
B-LOC,646,canada
O,646,kickstart
O,646,mobile
O,646,strategy
B-PER,646,@
B-PER,646,michaeloliveira
O,646,http://t.co/ixa1hgjv8j
O,649,#media
end,649,end
O,649,ad
O,649,agency
B-ORG,649,#cossette's
O,649,parent
O,649,company
O,649,puts
O,649,stake
O,649,sale
O,649,http://t.co/fpmm6nxdav
O,650,#media
end,650,end
B-ORG,650,#blackberry
O,650,sells
B-LOC,650,german-based
B-ORG,650,r
I-ORG,650,d
O,650,assets
B-ORG,650,volkswagen
O,650,@dj_friend
O,650,http://t.co/cwozojss1h
end,653,end
B-ORG,653,@
B-ORG,653,sobeys
O,653,closing
O,653,50
O,653,stores
O,653,targets
O,653,underperforming
O,653,locations
O,653,cut
O,653,costs
O,653,@via
O,653,@dj_friend
O,653,http://t.co/7iewxpldyh
O,654,#retail
end,654,end
B-ORG,654,indigo
O,654,head
B-PER,654,heather
I-PER,654,reisman
O,654,says
O,654,printed
O,654,book
O,654,stay
O,654,appetite
O,654,digitals
O,654,waning
B-PER,654,@
B-PER,654,lindanguyento
O,654,http://t.co/jr9w94osrz
end,655,end
O,655,#crtc
O,655,head
O,655,says
O,655,regulator
O,655,working
O,655,catch
O,655,rogue
O,655,telemarketers
O,655,operating
O,655,outside
B-LOC,655,canada
B-PER,655,@
B-PER,655,davidpaddon
O,655,http://t.co/vi7tlmkgps
end,656,end
O,656,reporter
B-PER,656,craig
I-PER,656,wong
O,656,talks
B-ORG,656,resp
O,656,tips
O,656,help
O,656,save
O,656,kids
O,656,education
O,656,video
O,656,http://t.co/oq7j23gmjd
O,660,#telecom
end,660,end
O,660,surprised
B-LOC,660,canada
O,660,cottage
O,660,market
O,660,performing
B-PER,660,@
B-PER,660,rossmarowits
O,660,http://t.co/l2vnl5rbtz
O,661,#realestate
O,661,#cottages
end,661,end
O,661,time
O,661,goodbye
O,661,cottage
B-PER,661,@
B-PER,661,dj_friend
O,661,http://t.co/6hszijitio
O,662,#moneymonitor
O,662,#realestate
end,662,end
O,662,#careerdirection:
O,662,discovering
O,662,passion
O,662,workplace
O,662,video
B-PER,662,@
B-PER,662,lindanguyento
O,662,http://t.co/xfnoztfjxh
end,663,end
O,663,movie
O,663,exhibitor
B-ORG,663,#cineplex
O,663,canadian
O,663,companies
O,663,changing
O,663,shop
O,663,stores
O,663,@dj_friend
O,663,http://t.co/kdb6birsuo
end,667,end
O,667,digital
O,667,screens
O,667,usher
O,667,new
O,667,era
O,667,interactivity
O,667,canadian
O,667,retailers
O,667,@dj_friend
O,667,http://t.co/kdb6birsuo
O,668,#cdnretail
end,668,end
O,668,canadian
O,668,grocery
O,668,smartphone
O,668,app
B-ORG,668,@
B-ORG,668,snapsaves
O,668,sells
O,668,deals
O,668,site
B-ORG,668,@
B-ORG,668,groupon
O,668,@dj_friend
O,668,http://t.co/fpjsbf2bmk
end,669,end
B-ORG,669,#blackberry
O,669,surprised
O,669,morning
O,669,first-quarter
O,669,profit
O,669,smaller
O,669,adjusted
O,669,loss
O,669,@dj_friend
O,669,http://t.co/ghksjcghvb
O,670,…
O,670,#cdntech
end,670,end
B-ORG,670,hudson
I-ORG,670,bay
O,670,ceo
O,670,talks
O,670,selling
O,670,real
O,670,estate
O,670,assets
B-PER,670,@
B-PER,670,dj_friend
O,670,http://t.co/jmc4pe4mh4
O,671,#retail
O,671,#realestate
end,671,end
O,671,competition
O,671,wireless
O,671,sector
O,671,slowed
O,671,failure
O,671,unite
O,671,new
O,671,entrants
O,671,says
B-ORG,671,wind
I-ORG,671,mobile
O,671,ceo
B-PER,671,@
B-PER,671,davidpaddon
O,671,http://t.co/nv2pkwgsam
end,672,end
B-LOC,672,ottawa
O,672,gives
O,672,blessing
B-LOC,672,northern
I-LOC,672,gateway
O,672,http://t.co/nj17gvfb06
end,676,end
B-LOC,676,halifax-based
O,676,production
O,676,company
B-ORG,676,dhx
I-ORG,676,media
O,676,bringing
O,676,#teletubbies
O,676,@dj_friend
O,676,http://t.co/3xicljuydn
O,677,#tv
end,677,end
O,677,arrests
O,677,messages
O,677,#blackberrys
O,677,intercepted
O,677,@dj_friend
O,677,http://t.co/zct2ur8e8e
O,678,#cdntech
end,678,end
O,678,yoga
O,678,wear
O,678,company
B-ORG,678,lululemon
O,678,says
O,678,difficult
O,678,year
O,678,ahead
O,678,quarterly
O,678,profits
O,678,drop
B-PER,678,@
B-PER,678,dj_friend
O,678,http://t.co/cne7kfnvkz
end,679,end
B-ORG,679,#lululemon
O,679,predicts
O,679,tough
O,679,year
O,679,ahead
O,679,quarterly
O,679,profits
O,679,drop
B-PER,679,@
B-PER,679,dj_friend
O,679,http://t.co/jys87rjsfz
end,681,end
O,681,directors
B-ORG,681,lululemon
I-ORG,681,athletica
O,681,re-elected
O,681,founder
B-PER,681,chip
I-PER,681,wilson
O,681,voted
end,681,end
B-ORG,681,#lululemon
O,681,founder
B-PER,681,chip
I-PER,681,wilson
O,681,calling
O,681,board
O,681,shakeup
O,681,yoga-wear
O,681,retailer
O,681,http://t.co/felxvtfh4m
end,682,end
B-PER,682,joe
I-PER,682,oliver
O,682,worried
B-LOC,682,ontario
O,682,drag
O,682,canadian
O,682,economy
O,682,lower
B-PER,682,@
B-PER,682,rossmarowits
O,682,http://t.co/kvxlkqc4pj
end,684,end
O,684,#careerdirection:
O,684,skills
O,684,need
O,684,entrepreneur
O,684,video
O,684,http://t.co/wnhn0zxxrt
end,685,end
O,685,#onthejob
B-LOC,685,halifax
O,685,mayor
B-PER,685,mike
I-PER,685,savage
O,685,video
O,685,http://t.co/edc3ksyb4s
B-PER,686,@
B-PER,686,mikesavagehfx
end,686,end
O,686,#offtheclock
O,686,french
B-ORG,686,indycar
O,686,driver
B-PER,686,@
B-PER,686,simonpagenaud
O,686,spend
O,686,downtime
O,686,video
O,686,http://t.co/h58kfa6qoo
O,688,#moneymonitor
end,688,end
O,688,follow
O,688,business
O,688,reporters
B-PER,688,@
B-PER,688,dj_friend
B-PER,688,@
B-PER,688,laurenkrugel
B-PER,688,@
B-PER,688,maurinor
B-PER,688,@
B-PER,688,lindanguyento
B-PER,688,@
B-PER,688,davidpaddon
B-PER,688,@
B-PER,688,rossmarowits
end,688,end
O,688,acquisitions
B-ORG,688,@
B-ORG,688,saks
B-ORG,688,@
B-ORG,688,lordandtaylor
O,688,helped
O,688,boost
O,688,first-quarter
O,688,earnings
B-ORG,688,@
B-ORG,688,thehudsonsbayco
O,688,http://t.co/quoq6wy8sj
O,689,#retail
B-PER,689,@
B-PER,689,maurinor
end,689,end
O,689,#aluminum
O,689,industry
O,689,hopeful
B-LOC,689,#quebec
O,689,lower
O,689,#energy
O,689,rates
O,689,new
O,689,smelters
O,689,http://t.co/0gbwiemuf4
O,690,#qcpoli
B-PER,690,@
B-PER,690,rossmarowits
end,690,end
B-ORG,690,@
B-ORG,690,canadiantire
O,690,president
O,690,says
O,690,#retailers
O,690,need
O,690,create
O,690,original
O,690,ideas
O,690,#shoppers
O,690,http://t.co/jagjzbm7mh
O,691,@dj_friend
O,691,read
end,691,end
O,691,find
B-PER,691,#freddieforte
O,691,today
O,691,irish
O,691,news
O,691,win
O,691,gusto
O,691,d
O,691,italia
O,691,dining
O,691,experience
O,691,@coppibelfast
O,691,@ilpiratabelfast
O,691,10
O,691,won
O,691,#giro
end,691,end
B-ORG,691,irish
I-ORG,691,news
O,691,today
O,691,win
O,691,gusto
O,691,d
O,691,italia
O,691,dining
O,691,experience
B-LOC,691,@
B-LOC,691,coppibelfast
B-LOC,691,@
B-LOC,691,ilpiratabelfast
O,691,10
O,691,meals
O,691,won
O,691,#giro
O,691,http://t.co/xk6fpkfmhv
end,692,end
B-ORG,692,irish
I-ORG,692,news
O,692,today
O,692,win
O,692,gusto
O,692,d
O,692,italia
O,692,dining
O,692,experience
B-LOC,692,@
B-LOC,692,coppibelfast
O,692,@ilpiratabelfast
O,692,10
O,692,meals
O,692,won
O,692,#giro
O,692,http://t.co/ju8oppp5se
end,693,end
O,693,today
B-ORG,693,irish
I-ORG,693,news
B-PER,693,breidge
I-PER,693,gadd
O,693,governments
O,693,lead
O,693,dealing
O,693,past
end,693,end
O,693,today
B-ORG,693,irish
I-ORG,693,news
O,693,mixed
O,693,reaction
O,693,victims
O,693,proposals
end,693,end
O,693,today
B-ORG,693,irish
I-ORG,693,news
O,693,nun
O,693,tried
O,693,boys
B-ORG,693,ira
end,693,end
O,693,today
O,693,irish
O,693,news
B-PER,693,martin
I-PER,693,mcguinness
O,693,bitterly
O,693,condemns
B-PER,693,peter
I-PER,693,robinson
O,693,loyalist
O,693,attacks
end,693,end
O,693,today
